Title,netflix_genre,Imdb,Age_ratings,Runtime,Year,Director
I Am Mother,"Science-Fiction, Mystery & Thriller, Horror, Drama",6.7,PG-13,1h 54min,2019,Grant Sputore
Simplemente Manu NNa,Comedy,5.4,N/A,1h 11min,2017,Raúl Campos
Fantastic Fungi,Documentary,7.4,N/A,1h 21min,2019,Louie Schwartzberg
A Castle for Christmas,"Comedy, Drama, Kids & Family, Romance",5.5,N/A,1h 38min,2021,Mary Lambert
Fractured,Mystery & Thriller,6.4,R,1h 39min,2019,Brad Anderson
Tigertail,Drama,6.6,PG,1h 31min,2020,Alan Yang
Thi Mai,"Comedy, Kids & Family, Made in Europe",6.0,G,1h 39min,2018,Patricia Ferreira
Ghost Stories,Horror,N/A,N/A,2h 24min,2020,Karan Johar
Before I Wake,"Drama, Horror, Mystery & Thriller, Fantasy",6.2,PG-13,1h 37min,2016,Mike Flanagan
12 Strong,"Drama, History, War & Military, Action & Adventure",6.5,R,2h 10min,2018,Nicolai Fuglsig
Over the Moon,"Science-Fiction, Romance, Animation, Comedy, Kids & Family, Fantasy, Action & Adventure",6.3,PG,1h 35min,2020,Glen Keane
Harith Iskander: I Told You So,Comedy,4.9,N/A,1h 1min,2018,Michael McKay
Shimla Mirchi,"Romance, Comedy",4.6,N/A,2h 9min,2020,Ramesh Sippy
Till Death,"Horror, Mystery & Thriller",5.8,R,1h 29min,2021,SK Dale
RattleSnake: The Ahanna Story,Drama,4.9,N/A,2h 15min,2020,N/A
Binti,Drama,5.7,N/A,1h 39min,2021,Seko Shamte
Ella Fitzgerald: Just One of Those Things,"Music & Musical, Documentary, History",6.9,N/A,1h 29min,2019,Leslie Woodhead
Erax,Mystery & Thriller,N/A,PG,13min,2022,Hebru Brantley
The Laundromat,"Crime, Comedy, Drama, History",6.3,R,1h 36min,2019,Steven Soderbergh
Dolemite Is My Name,"Drama, Comedy",7.2,R,1h 58min,2019,Craig Brewer
Love O2O,"Drama, Comedy, Romance",6.4,N/A,1h 43min,2016,Zhao Tianyu
Joshua: Teenager vs. Superpower,Documentary,7.3,N/A,1h 18min,2017,Joe Piscatella
Child of Kamiari Month,"Drama, Kids & Family, Fantasy, Animation",5.9,N/A,1h 39min,2021,Takana Shirai
Cosmic Sin,"Action & Adventure, Science-Fiction",2.5,R,1h 28min,2021,Edward Drake
Servant Of The People 2,"Comedy, Kids & Family",6.2,N/A,1h 40min,2016,Aleksey Kiryushchenko
A Home with a View,"Comedy, Drama",6.0,N/A,1h 31min,2019,Herman Yau
The Zookeeper's Wife,"Drama, History, War & Military",7.0,PG-13,2h 3min,2017,Niki Caro
Marco Luque - We are together,Comedy,4.4,N/A,1h 13min,2017,N/A
Winter on Fire: Ukraine's Fight for Freedom,"Documentary, History, War & Military",8.3,N/A,1h 38min,2015,Evgeny Afineevsky
Güeros,"Comedy, Drama",7.5,N/A,1h 46min,2015,Alonso Ruizpalacios
Rabbids Invasion - Mission To Mars,Animation,7.8,N/A,1h 10min,2021,Franz Kirchner
Penalty Kick,Comedy,3.8,PG-13,1h 29min,2018,Rodrigo Triana
Nicole Byer: BBW (Big Beautiful Weirdo),Comedy,5.9,N/A,1h 5min,2021,Betsy Thomas
The Wrong Missy,"Comedy, Romance",5.7,R,1h 30min,2020,Tyler Spindel
Nate: A One Man Show,Comedy,6.6,N/A,59min,2020,Phil Burgers
Oxygen,"Science-Fiction, Mystery & Thriller, Horror, Drama, Fantasy",6.5,N/A,1h 40min,2021,Alexandre Aja
A Man of Action,"Drama, Action & Adventure, History, Crime",6.3,N/A,1h 51min,2022,Javier Ruiz Caldera
Upstarts,Drama,6.7,N/A,1h 52min,2019,Udai Singh Pawar
The Claudia Kishi Club,Documentary,N/A,N/A,17min,2020,Sue Ding
Toc Toc,"Comedy, Fantasy, Kids & Family, Made in Europe",6.8,PG,1h 30min,2017,Vicente Villanueva
Christmas Inheritance,"Romance, Comedy, Drama",5.7,N/A,1h 45min,2017,Ernie Barbarash
Jingle Jangle: A Christmas Journey,"Fantasy, Kids & Family",6.4,PG,2h 2min,2020,David E. Talbert
Patria,"Documentary, History, War & Military",7.2,N/A,1h 29min,2019,Matías Gueilburt
The Perfect Dictatorship,"Comedy, Drama",7.2,N/A,2h 23min,2014,Luis Estrada
On My Skin,"Drama, Made in Europe",7.3,N/A,1h 40min,2018,Alessio Cremonini
Dick Johnson Is Dead,"Documentary, Drama",7.4,PG-13,1h 29min,2020,Kirsten Johnson
Joaquín Reyes: Una y no más,Comedy,6.5,N/A,1h 17min,2017,N/A
A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,,N/A,N/A,21min,2017,Thomas Astruc
Heneral Luna,"Comedy, Drama, War & Military, Action & Adventure, History",7.3,R,1h 58min,2015,Jerrold Tarog
Mo Amer: Mohammed in Texas,Comedy,6.7,N/A,1h 4min,2021,Jay Chapman
This Changes Everything,Documentary,7.7,PG,1h 37min,2019,Tom Donahue
Baazaar,"Drama, Mystery & Thriller, Crime",6.5,N/A,2h 17min,2018,Gauravv K. Chawla
Dark Forces,"Mystery & Thriller, Action & Adventure, Horror",2.7,N/A,1h 21min,2020,Bernardo Arellano
Old People,Horror,5.1,N/A,1h 41min,2022,Andy Fetscher
Super Monsters Save Christmas,"Animation, Fantasy, Kids & Family",4.8,G,24min,2019,N/A
Man in Love,"Drama, Romance",6.9,N/A,1h 55min,2021,Chen-Hao Yin
ReMastered: Who Killed Jam Master Jay?,"Music & Musical, Documentary",6.5,N/A,58min,2018,Brian Oakes
"Sing, Dance, Act: Kabuki featuring Toma Ikuta",Documentary,7.0,N/A,1h 27min,2022,Tadashi Aizawa
Guatemala: Heart of the Mayan World,Documentary,6.6,N/A,1h 6min,2019,Luis Ara
We Are Legends,Action & Adventure,5.2,N/A,1h 48min,2019,Daniel Chan Yee-Heng
We Are One,Documentary,5.2,N/A,1h 26min,2020,Stéphane de Freitas
Fakkah Fuzz: Almost Banned,Comedy,4.4,N/A,1h 0min,2018,Michael McKay
The Last Thing He Wanted,"Drama, Mystery & Thriller, Crime",4.3,R,1h 56min,2020,Dee Rees
Franco Escamilla: bienvenido al mundo,Comedy,7.1,N/A,54min,2019,Ulises Valencia
Fate/Grand Order: First Order,"Animation, Action & Adventure",5.7,N/A,1h 12min,2016,Namimi Sanjo
Vivo,"Comedy, Animation, Drama, Kids & Family",6.7,PG,1h 43min,2021,Kirk DeMicco
Two Catalonias,"Documentary, History, Made in Europe",6.4,N/A,1h 56min,2018,Gerardo Olivares
Buddies,"Comedy, Drama, Documentary, Made in Europe",6.5,N/A,1h 34min,2013,Marcelo Galvão
Godse,"Mystery & Thriller, Action & Adventure",5.7,N/A,2h 22min,2022,Gopi Ganesh
7 Prisoners,"Drama, Crime",7.1,R,1h 33min,2021,Alexandre Moratto
Bayonet,"Drama, Sport",5.6,N/A,1h 41min,2018,Kyzza Terrazas
"Michela Giraud: The Truth, I Swear!","Comedy, Documentary",5.4,N/A,1h 0min,2022,N/A
The Book of Henry,"Drama, Crime, Mystery & Thriller",6.6,PG-13,1h 45min,2017,Colin Trevorrow
Alexis de Anda: Mea Culpa,Comedy,4.9,N/A,54min,2017,Raúl Campos
Bleach,"Action & Adventure, Fantasy",6.4,PG-13,1h 48min,2018,Shinsuke Sato
The Great Hack,"Documentary, History",7.0,N/A,1h 54min,2019,Karim Amer
Your Name Engraved Herein,"Drama, Romance",7.3,N/A,1h 58min,2020,Kuang-Hui Liu
Je suis Karl,"Drama, Mystery & Thriller, Made in Europe, Romance",5.5,R,2h 6min,2021,Christian Schwochow
Trading Paint,"Drama, Mystery & Thriller, Action & Adventure, Sport, Made in Europe",4.5,R,1h 27min,2019,Karzan Kader
Sitara,Drama,6.8,N/A,2h 8min,2019,Sharmeen Obaid-Chinoy
Trust No One: The Hunt for the Crypto King,"Crime, Documentary",6.3,R,1h 30min,2022,Luke Sewell
"Liar, Liar, Vampire","Comedy, Kids & Family",5.7,G,1h 9min,2015,Vince Marcello
Under the Shadow,"Drama, Horror, Mystery & Thriller, Fantasy, War & Military",6.8,PG-13,1h 24min,2016,Babak Anvari
Counterpunch,"Documentary, Sport",6.7,N/A,1h 31min,2017,Jay Bulger
Tramps,"Comedy, Romance, Documentary, Made in Europe",6.5,N/A,1h 23min,2016,Adam Leon
The Sparks Brothers,"Documentary, Music & Musical, Comedy, History",7.8,R,2h 20min,2021,Edgar Wright
Stree,"Horror, Comedy",7.5,N/A,2h 18min,2018,Anna Zaytseva
The Midas Touch,Comedy,5.0,N/A,1h 38min,2013,Fung Chih-chiang
Viraata Parvam,"Drama, Romance, Action & Adventure",6.8,N/A,2h 30min,2022,Venu Udugula
Sweet & Sour,"Drama, Romance, Comedy",6.7,N/A,1h 41min,2021,Lee Kae-byeok
Fishtronaut: The Movie,"Animation, Action & Adventure, Kids & Family",7.6,G,1h 28min,2018,Celia Catunda
Polar,"Crime, Drama, Action & Adventure, Mystery & Thriller, Made in Europe",6.3,R,1h 58min,2019,Jonas Åkerlund
Red Dot,"Mystery & Thriller, Horror, Drama",5.5,N/A,1h 26min,2021,Alain Darborg
Nneka the Pretty Serpent,Horror,4.0,N/A,2h 20min,2020,Tosin Igho
Ali & Ratu Ratu Queens,"Drama, Comedy",7.0,N/A,1h 40min,2021,Lucky Kuswandi
Ginny Weds Sunny,"Romance, Comedy, Drama",5.7,N/A,2h 5min,2020,N/A
Hikaru Utada Live Sessions from AIR Studios,Music & Musical,N/A,N/A,1h 0min,2022,David Barnard
The Highwaymen,"Drama, Mystery & Thriller, Crime",6.9,R,2h 12min,2019,John Lee Hancock
Bonboné,"Drama, Comedy",N/A,N/A,15min,2018,Rakan Mayasi
Out of the Clear Blue Sky,"Drama, Romance, Comedy",6.5,N/A,1h 52min,2019,Pepe Bojórquez
Brothers,"Drama, Kids & Family, Action & Adventure, Sport",6.4,PG-13,2h 36min,2015,Karan Malhotra
You've Got This,"Comedy, Romance",5.8,N/A,1h 51min,2020,Salvador Espinosa
The Lost Lotteries,"Comedy, Crime",5.4,N/A,1h 46min,2022,Prueksa Amaruji
American Pie Presents: Girls' Rules,Comedy,N/A,R,1h 35min,2020,Mike Elliott
Mili,"Mystery & Thriller, Drama",6.7,N/A,2h 9min,2022,Mathukutty Xavier
A Love Song for Latasha,Documentary,N/A,N/A,19min,2019,Sophia Nahli Allison
Firebrand,Drama,5.2,N/A,1h 56min,2019,Aruna Raje
Hate by Dani Rovira,Comedy,6.7,PG-13,1h 22min,2021,Mario Briongos
Cristela Alonzo: Lower Classy,Comedy,6.4,N/A,1h 7min,2017,Marcus Raboy
Deon Cole: Charleen's Boy,"Comedy, Documentary",6.6,R,1h 7min,2022,Ryan Polito
Laabam,"Drama, Action & Adventure",3.5,N/A,2h 24min,2021,S. P. Jananathan
Sherdil,"Comedy, Drama",6.6,N/A,2h 0min,2022,Srijit Mukherji
Happy Birthday,Comedy,5.6,N/A,2h 34min,2022,Ritesh Rana
Rodney Carrington: Here Comes the Truth,"Comedy, Documentary",4.6,N/A,1h 6min,2017,Brandon Jones
Hey Arnold! The Jungle Movie,"Comedy, Kids & Family, Fantasy, Mystery & Thriller, Animation",7.5,N/A,1h 21min,2017,Raymie Muzquiz
The Lift Boy,"Drama, Comedy",7.2,N/A,1h 47min,2019,Jonathan Augustin
Stowaway,"Science-Fiction, Drama, Mystery & Thriller",5.6,PG-13,1h 57min,2021,Joe Penna
Ludo,"Crime, Drama, Action & Adventure, Comedy",7.6,PG-13,2h 30min,2020,Anurag Basu
Arlo the Alligator Boy,"Animation, Comedy, Kids & Family",6.4,N/A,1h 30min,2021,Ryan Crego
American Factory,Documentary,7.4,N/A,1h 55min,2019,Steven Bognar
Choose or Die,"Mystery & Thriller, Horror, Drama",4.8,N/A,1h 25min,2022,Toby Meakins
Penguin Bloom,Drama,6.8,PG-13,1h 35min,2021,Glendyn Ivin
The Angel,"Drama, Mystery & Thriller, Action & Adventure",6.6,N/A,1h 54min,2018,Ariel Vromen
Septembers of Shiraz,"Drama, Mystery & Thriller",6.2,PG-13,1h 50min,2015,Wayne Blair
A Perfect Fit,"Drama, Comedy, Romance",5.4,N/A,1h 52min,2021,Hadrah Daeng Ratu
Beast,"Mystery & Thriller, Crime, Action & Adventure, Comedy",5.2,N/A,2h 42min,2022,Nelson Dilipkumar
Solo,"Drama, Mystery & Thriller, Romance, Sport, Made in Europe",5.0,N/A,1h 31min,2018,Hugo Stuven Casasnovas
Seventeen,"Drama, Comedy, Made in Europe",7.2,N/A,1h 39min,2019,Daniel Sánchez Arévalo
A Breath of Fresh Air,"Drama, Comedy",5.8,N/A,1h 30min,2022,Alessio Lauria
A Whisker Away,"Drama, Animation, Kids & Family, Fantasy, Romance",6.7,N/A,1h 44min,2020,Junichi Sato
Classmates Minus,"Drama, Comedy",7.1,R,2h 2min,2020,Huang Hsin-Yao
The Doll 2,"Horror, Mystery & Thriller",5.2,N/A,1h 57min,2017,Rocky Soraya
U Turn,"Mystery & Thriller, Horror, Crime, Drama",7.5,R,2h 0min,2016,Pawan Kumar
#Alive,"Horror, Mystery & Thriller, Action & Adventure, Drama",6.3,N/A,1h 48min,2020,Cho Il
Whindersson Nunes: My Own Show!,"Comedy, Documentary",7.0,N/A,1h 3min,2022,Renata Shoel
Never Back Down: Revolt,"Action & Adventure, Crime, Drama, Sport",4.1,R,1h 29min,2021,Kellie Madison
Born in Syria,"Documentary, Made in Europe",7.7,N/A,1h 26min,2016,Hernán Zin
Pa Paandi,"Comedy, Romance, Kids & Family, Action & Adventure, Drama",7.4,N/A,2h 5min,2017,Dhanush
In the Tall Grass,"Drama, Mystery & Thriller, Horror, Science-Fiction",5.4,N/A,1h 42min,2019,Vincenzo Natali
Next Gen,"Science-Fiction, Animation, Action & Adventure, Comedy, Kids & Family",6.6,PG,1h 45min,2018,Kevin R. Adams
Reframe THEATER EXPERIENCE with you,Music & Musical,N/A,N/A,1h 24min,2020,Taketoshi Sado
To the Bone,Drama,6.8,N/A,1h 47min,2017,Marti Noxon
Fabrizio Copano: solo pienso en mí,Comedy,5.2,N/A,59min,2017,Rodrigo Toro Solovera
The Lost Daughter,Drama,6.7,R,2h 2min,2021,Maggie Gyllenhaal
David Attenborough: A Life on Our Planet,Documentary,8.9,PG,1h 23min,2020,Keith Scholey
Grumpy Christmas,Comedy,4.5,N/A,1h 27min,2021,Raúl Martínez
Heaven Without People,Drama,7.4,N/A,1h 31min,2017,Lucien Bourjeily
The Son,Mystery & Thriller,N/A,N/A,1h 32min,2019,Sebastián Schindel
Mary Kom,"Drama, Sport, Action & Adventure",6.8,PG-13,2h 2min,2014,Omung Kumar
Blind Detective,"Drama, Crime, Action & Adventure, Comedy, Mystery & Thriller",6.4,N/A,2h 9min,2013,Johnnie To
Bhool Bhulaiyaa 2,"Horror, Comedy, Drama",5.7,N/A,2h 22min,2022,Anees Bazmee
The Zoya Factor,"Romance, Drama, Sport, Comedy",4.3,N/A,2h 14min,2019,Abhishek Sharma
Super Monsters and the Wish Star,"Fantasy, Animation",N/A,N/A,27min,2018,Jacob Joice
Asphalt Goddess,Drama,5.1,N/A,2h 6min,2020,Julián Hernández
Four Sisters and a Wedding,"Comedy, Drama",7.2,N/A,2h 6min,2013,Cathy Garcia-Molina
Tiffany Haddish: She Ready! From the Hood to Hollywood!,"Comedy, Documentary",6.6,N/A,1h 5min,2017,Chris Robinson
Mission: Joy - Finding Happiness in Troubled Times,Documentary,8.1,N/A,1h 28min,2022,Louie Psihoyos
Selfie,"Comedy, Documentary, Drama, Made in Europe",6.0,N/A,2h 3min,2014,Cristina Jacob
Ee Nagaraniki Emaindi,"Drama, Comedy",7.9,N/A,2h 0min,2018,Tharun Bhascker Dhaassyam
The Silence,"Mystery & Thriller, Horror, Drama, Science-Fiction, Made in Europe",5.3,PG-13,1h 30min,2019,John R. Leonetti
Budhia Singh: Born to Run,"Drama, Sport",7.6,N/A,1h 52min,2016,Soumendra Padhi
100 días con la Tata,"Documentary, Kids & Family",7.8,N/A,1h 22min,2021,Miguel Ángel Muñoz
Quam's Money,Comedy,N/A,N/A,1h 54min,2020,Kayode Kasum
Bordertown: The Mural Murders,"Crime, Drama",6.3,N/A,1h 47min,2021,Juuso Syrjä
Yes Day,"Kids & Family, Comedy",5.7,PG,1h 26min,2021,Miguel Arteta
The Dig,"Drama, History",7.1,PG-13,1h 52min,2021,Simon Stone
Lost Girls,"Drama, Mystery & Thriller, Crime",6.1,R,1h 35min,2020,Liz Garbus
Calibre,"Drama, Mystery & Thriller",6.8,N/A,1h 41min,2018,Matt Palmer
Fatima,"Drama, War & Military",6.6,PG-13,1h 53min,2020,Marco Pontecorvo
The Guernsey Literary & Potato Peel Pie Society,"Drama, Romance, War & Military, History",7.3,N/A,2h 3min,2018,Mike Newell
Icarus,"Documentary, Sport, Mystery & Thriller",7.9,N/A,2h 1min,2017,Bryan Fogel
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,"Comedy, Romance, Science-Fiction",6.9,PG-13,1h 20min,2020,Claire Scanlon
Back to School,Comedy,5.4,N/A,1h 23min,2019,Julien War
Secrets in the Hot Spring,"Horror, Comedy",6.0,N/A,1h 49min,2018,Lin Kuan Hui
Kannum Kannum Kollaiyadithaal,"Comedy, Romance, Drama, Mystery & Thriller",7.6,N/A,2h 42min,2020,N/A
Elena,"Drama, Made in Europe, Kids & Family, Documentary",7.6,PG-13,1h 22min,2013,Petra Costa
Mo Gilligan: Momentum,Comedy,6.4,N/A,1h 4min,2019,Chris Howe
Namaste Wahala,"Music & Musical, Romance, Comedy, Drama",5.0,N/A,1h 46min,2020,Hamisha Daryani Ahuja
Money Heist: The Phenomenon,Documentary,7.5,N/A,57min,2020,Luis Alfaro
Zone 414,"Science-Fiction, Mystery & Thriller",5.0,R,1h 39min,2021,Andrew Baird
Shaun the Sheep: The Flight Before Christmas,"Animation, Kids & Family, Comedy",7.3,G,30min,2021,Steve Cox
Veronica,Horror,6.2,R,1h 45min,2017,Paco Plaza
100% Halal,Drama,6.7,N/A,1h 40min,2020,Jastis Arimba
The Hard Way,"Action & Adventure, Mystery & Thriller",4.8,N/A,1h 32min,2019,Keoni Waxman
Time to Hunt,"Drama, Mystery & Thriller, Action & Adventure, Crime, Science-Fiction",6.3,N/A,2h 15min,2020,Yoon Sung-hyun
In Paradox,"Mystery & Thriller, Fantasy",5.1,N/A,1h 35min,2019,Hamad AlSarraf
Trippin’ with the Kandasamys,"Romance, Comedy",5.1,N/A,1h 33min,2021,Jayan Moodley
Lunana: A Yak in the Classroom,"Drama, Kids & Family",7.4,N/A,1h 49min,2019,Pawo Choyning Dorji
Effie Gray,"Drama, Romance",6.0,PG-13,1h 44min,2014,Richard Laxton
The Mansion,"Comedy, Horror, Made in Europe",4.6,PG-13,1h 40min,2017,N/A
Go! The Unforgettable Party,"Kids & Family, Music & Musical",5.2,N/A,1h 0min,2019,Mauro Scandolari
Queen,"Comedy, Drama",8.1,PG-13,2h 26min,2014,Vikas Bahl
Audrie & Daisy,"Documentary, Crime",7.2,N/A,1h 38min,2016,Jon Shenk
Bombay Rose,"Animation, Drama, Romance",6.2,PG-13,1h 37min,2019,Gitanjali Rao
Can't Help Falling in Love,"Romance, Comedy, Drama",6.9,N/A,1h 59min,2017,Mae Cruz-Alviar
Torbaaz,"Drama, Action & Adventure, Sport, Mystery & Thriller",5.1,N/A,2h 12min,2020,Girish Malik
The Magic School Bus Rides Again: The Frizz Connection,"Kids & Family, Animation",N/A,N/A,44min,2020,N/A
Sweet Girl,"Mystery & Thriller, Action & Adventure, Drama",5.5,R,1h 50min,2021,Brian Andrew Mendoza
My Travel Buddy 2,Comedy,5.9,PG-13,1h 56min,2018,Bedran Güzel
Uppena,Drama,N/A,N/A,2h 27min,2021,Buchi Babu Sana
Seventh Son,"Fantasy, Action & Adventure",5.5,PG-13,1h 42min,2014,Sergei Bodrov
Isa Pa with Feelings,"Comedy, Romance, Drama",7.8,N/A,1h 42min,2019,Prime Cruz
What Happened to Monday,"Mystery & Thriller, Drama, Action & Adventure, Crime, Fantasy, Science-Fiction",6.8,R,2h 3min,2017,Tommy Wirkola
Hari Kondabolu: Warn Your Relatives,Comedy,6.6,N/A,1h 7min,2018,Bobcat Goldthwait
Everything About Her,"Comedy, Drama",7.2,N/A,2h 6min,2016,Joyce E. Bernal
Between Maybes,"Romance, Drama",6.2,N/A,1h 47min,2019,Jason Paul Laxamana
Kate,"Action & Adventure, Crime, Drama, Mystery & Thriller",6.2,R,1h 46min,2021,Cedric Nicolas-Troyan
Convergence: Courage in a Crisis,Documentary,5.9,R,1h 53min,2021,Orlando von Einsiedel
Kavin Jay : Everybody Calm Down!,"Comedy, Documentary",6.0,N/A,53min,2018,Michael McKay
Alter Ego,Drama,5.9,N/A,2h 2min,2017,Moses Inwang
The Circle: The Afterparty,,N/A,N/A,35min,2021,N/A
Hushaaru,Comedy,6.8,N/A,2h 20min,2018,Sree Harsha Konuganti
Occupation: Rainfall,"Science-Fiction, Action & Adventure",4.7,R,2h 8min,2021,Luke Sparke
Anon,"Science-Fiction, Action & Adventure, Drama, Crime, Mystery & Thriller, Made in Europe",6.1,R,1h 40min,2018,Andrew Niccol
Death Note,"Horror, Mystery & Thriller, Action & Adventure, Crime, Drama, Fantasy",4.5,R,1h 40min,2017,Adam Wingard
Minions & More 1,"Comedy, Animation, Kids & Family",6.5,PG,48min,2022,Derek Drymon
Falling Inn Love,"Comedy, Romance",5.6,N/A,1h 38min,2019,Roger Kumble
The Coldest Game,"Drama, Mystery & Thriller, History, Sport, Made in Europe",6.2,N/A,1h 44min,2019,Łukasz Kośmicki
The Ruthless,"Drama, Crime, Made in Europe",6.2,N/A,1h 30min,2019,Renato De Maria
Sarkar,"Drama, Action & Adventure",7.0,N/A,2h 44min,2018,A.R. Murugadoss
End Game,Documentary,N/A,N/A,40min,2018,Rob Epstein
Haseen Dillruba,"Crime, Drama, Romance, Mystery & Thriller",6.9,N/A,2h 15min,2021,Vinil Mathew
HIT: The First Case,"Crime, Mystery & Thriller, Action & Adventure, Drama",6.8,N/A,2h 16min,2022,Sailesh Kolanu
Bombay Talkies,Drama,6.6,PG-13,2h 7min,2013,Karan Johar
Extinction,"Drama, Mystery & Thriller, Action & Adventure, Science-Fiction",5.8,R,1h 35min,2018,Ben Young
The Titan,"Mystery & Thriller, Fantasy, Romance, Science-Fiction, Drama",4.8,R,1h 37min,2018,Lennart Ruff
Super Monsters: Vida's First Halloween,Animation,5.9,N/A,24min,2019,N/A
Axone,"Drama, Comedy",6.9,N/A,1h 36min,2020,Nicholas Kharkongor
The Lost Café,Drama,7.0,N/A,1h 16min,2018,Kenneth Gyang
Born in Gaza,"Documentary, Made in Europe",7.5,N/A,1h 9min,2014,Hernán Zin
Thottappan,Drama,6.9,N/A,2h 20min,2019,Shanavas K Bavakkutty
Gerald's Game,"Horror, Mystery & Thriller, Drama",6.5,N/A,1h 44min,2017,Mike Flanagan
Sur Sapata,"Comedy, Drama, Sport",7.6,N/A,2h 8min,2019,Mangesh Kanthale
Things Heard & Seen,"Horror, Drama, Mystery & Thriller",5.3,N/A,1h 59min,2021,Shari Springer Berman
Christmas with a View,"Romance, Drama",5.2,N/A,1h 31min,2018,Justin G. Dyck
Loving is Losing,,N/A,N/A,1h 31min,2019,Fernando Ayllón
Back of the Net,"Drama, Comedy, Kids & Family",5.2,N/A,1h 26min,2019,Louise Alston
Battle: Freestyle,"Romance, Drama, Music & Musical",4.5,N/A,1h 28min,2022,Ingvild Søderlind
"¡Ay, mi madre!","Comedy, Made in Europe",3.9,N/A,1h 21min,2019,Frank Ariza
The Forty-Year-Old Version,"Comedy, Drama",7.2,R,2h 3min,2020,Radha Blank
Gatao: The Last Stray,"Crime, Action & Adventure, Romance, Drama",5.9,N/A,2h 0min,2021,Jui-Chih Chiang
Anima,Music & Musical,N/A,N/A,15min,2019,Paul Thomas Anderson
Free Rein: Valentine's Day,Romance,N/A,N/A,50min,2019,Marek Losey
My Travel Buddy,Comedy,6.1,PG-13,1h 55min,2017,Bedran Güzel
Monty Python: Live (Mostly),"Comedy, Documentary",7.6,R,2h 16min,2014,Aubrey Powell
The Girl Allergic to Wi-Fi,"Romance, Comedy",6.1,N/A,1h 44min,2018,Jun Robles Lana
Bhavesh Joshi Superhero,"Action & Adventure, Drama, Crime",7.6,N/A,2h 35min,2018,Vikramaditya Motwane
Andhaghaaram,"Mystery & Thriller, Horror",7.5,N/A,2h 51min,2020,V. Vignarajan
Bheeshma,"Romance, Comedy, Action & Adventure",6.6,N/A,2h 31min,2020,Venky Kudumula
Nayattu,"Mystery & Thriller, Drama, Crime",8.1,N/A,2h 4min,2021,Martin Prakkat
Ghadi,"Drama, Comedy, Kids & Family",7.3,PG-13,1h 40min,2013,Amin Dora
Inkaar,"Animation, Romance, Mystery & Thriller, Drama",6.1,R,2h 13min,2013,Daria Loginova
Ni de coña,"Comedy, Made in Europe",2.8,N/A,1h 37min,2020,Fernando Ayllón
Carlos Ballarta: False Prophet,Comedy,6.7,N/A,1h 3min,2021,Felix De Valdivia
Bruna Louise: Demolition,"Comedy, Documentary",4.8,N/A,1h 5min,2022,Fabio Ock
Quiet,Drama,6.4,N/A,1h 42min,2020,Luis Alejandro Pérez
Mallesham,Drama,8.3,N/A,2h 11min,2019,Raj Rachakonda
The Price of Family,Comedy,5.8,N/A,1h 30min,2022,Giovanni Bognetti
Sky High,"Mystery & Thriller, Drama, Action & Adventure, Crime, Made in Europe",5.6,N/A,2h 1min,2020,Daniel Calparsoro
Hubie Halloween,"Comedy, Fantasy",5.2,PG-13,1h 43min,2020,Steven Brill
Unfriended,"Horror, Mystery & Thriller, Drama",5.5,R,1h 22min,2014,Levan Gabriadze
#realityhigh,"Comedy, Romance, Drama",5.1,N/A,1h 39min,2017,Fernando Lebrija
Single All the Way,"Comedy, Romance, Drama",6.1,N/A,1h 39min,2021,Michael Mayer
I'm No Longer Here,Drama,7.3,N/A,1h 52min,2020,Fernando Frias
Jessica Darling's It List,Kids & Family,5.4,N/A,1h 19min,2016,Ali Scher
Twin Murders: The Silence of the White City,"Crime, Drama, Horror, Mystery & Thriller, Action & Adventure, Made in Europe",5.4,N/A,1h 50min,2019,Daniel Calparsoro
How to Be Really Bad,"Comedy, Fantasy, Romance, Kids & Family, Made in Europe",6.3,N/A,1h 40min,2018,Marco Petry
The Plagues of Breslau,"Mystery & Thriller, Action & Adventure, Crime, Made in Europe",5.9,N/A,1h 50min,2018,Patryk Vega
Dad Wanted,"Drama, Kids & Family, Comedy",5.7,N/A,1h 42min,2020,Javier Colinas
Sisters on Track,"Documentary, Sport",6.0,PG,1h 36min,2021,Tone Grøttjord-Glenne
A Land Imagined,"Mystery & Thriller, Drama, Made in Europe",6.2,N/A,1h 35min,2019,Yeo Siew Hua
Girl's Revenge,Drama,5.8,N/A,1h 21min,2020,Weica Wang
Talvar,"Mystery & Thriller, Drama, Crime",8.1,PG,2h 12min,2015,Meghna Gulzar
Happiness Ever After,"Drama, Romance",4.6,N/A,1h 39min,2021,Thabang Moleya
Thambi,"Mystery & Thriller, Action & Adventure",N/A,N/A,2h 30min,2019,Jeethu Joseph
Hikaru Utada Laughter in the Dark Tour 2018,"Comedy, Documentary, Music & Musical",8.1,G,2h 21min,2019,N/A
High & Low The Worst X,"Drama, Crime, Mystery & Thriller, Action & Adventure",6.5,PG-13,1h 59min,2022,Norihisa Hiranuma
Bigger Than Africa,Documentary,7.5,N/A,1h 27min,2018,Toyin Ibrahim Adekeye
Slay,"Comedy, Romance",3.7,N/A,1h 33min,2021,Adze Ugah
Kingdom: Ashin of the North,"Fantasy, Horror, Mystery & Thriller, Action & Adventure, Drama",7.0,N/A,1h 32min,2021,Kim Seong-hun
